split,asin,item_id,has_title,has_desc,has_image,has_categories,title_len,desc_len,title_tokens,desc_tokens,text_tokens,category_depth,alpha_ratio,noisy_ratio,cov_i,txt_i,att_i,clean_i,quality_score,quality_bucket
cold,B0007CXXIC,11181,1,1,1,1,49,38,8,5,13,3,0.935064935064935,0.06493506493506493,1.0,0.050371581526266536,0.7142857142857143,1.0,0.6104871963913361,low
cold,B0007IFB2W,11182,1,1,1,1,96,106,15,18,33,4,0.8448275862068966,0.15517241379310345,1.0,0.3403142874266874,0.8571428571428571,1.0,0.740538572027912,low
cold,B000AYKVOG,11183,1,0,1,1,29,0,6,0,6,4,0.9166666666666666,0.08333333333333333,0.75,0.0,0.8571428571428571,1.0,0.5339285714285714,low
cold,B000B7VO66,11184,1,1,1,1,43,243,8,36,44,4,0.9469387755102041,0.053061224489795916,1.0,0.43190813122651656,0.8571428571428571,1.0,0.7725964173578522,mid
cold,B000BIXP30,11185,1,1,1,1,93,180,13,30,43,3,0.9487179487179487,0.05128205128205128,1.0,0.4245647105426213,0.7142857142857143,1.0,0.7414547915470603,low
cold,B000C1W4RE,11186,1,1,1,1,67,549,13,92,105,4,0.9013282732447818,0.09867172675521822,1.0,0.7118757098564659,0.8571428571428571,1.0,0.8705850698783345,high
cold,B000C1Z4WG,11187,1,1,1,1,86,634,14,108,122,4,0.9037520391517129,0.09624796084828711,1.0,0.7604809710373941,0.8571428571428571,1.0,0.8875969112916594,high
cold,B000FADICW,11188,1,1,1,1,93,737,14,108,122,3,0.9507042253521126,0.04929577464788732,1.0,0.7604809710373941,0.7142857142857143,1.0,0.8590254827202308,high
cold,B000GCLTVG,11189,1,1,1,1,51,163,9,25,34,6,0.9615384615384616,0.038461538461538464,1.0,0.3497865004489907,1.0,1.0,0.7724252751571467,mid
cold,B000GCUC96,11190,1,1,1,1,57,891,8,121,129,4,0.9480048367593712,0.05199516324062878,1.0,0.7785676368250025,0.8571428571428571,1.0,0.8939272443173222,high
cold,B000GCUOS0,11191,1,1,1,1,39,39,9,9,18,4,0.9032258064516129,0.0967741935483871,1.0,0.15016067538060965,0.8571428571428571,1.0,0.6739848078117848,low
cold,B000GCW9F6,11192,1,1,1,1,45,241,8,37,45,4,0.9504132231404959,0.049586776859504134,1.0,0.4390901449087373,0.8571428571428571,1.0,0.7751101221466296,mid
cold,B000GW55BG,11193,1,1,1,1,51,319,7,54,61,4,0.9678456591639871,0.03215434083601286,1.0,0.5366282415614164,0.8571428571428571,1.0,0.8092484559750671,mid
cold,B000GZES7A,11194,0,0,0,1,0,0,0,0,0,4,0.0,0.0,0.25,0.0,0.8571428571428571,0.75,0.3339285714285714,low
cold,B000H3I30O,11195,1,1,1,1,42,442,6,66,72,4,0.9331742243436754,0.06682577565632458,1.0,0.5899977199705193,0.8571428571428571,1.0,0.8279277734182532,mid
cold,B000I0UDSQ,11196,1,1,1,1,41,133,7,22,29,4,0.9527027027027027,0.0472972972972973,1.0,0.2994149189227243,0.8571428571428571,1.0,0.7262237930515248,low
cold,B000IJOHX4,11197,1,1,1,1,77,77,14,13,27,4,0.9538461538461539,0.046153846153846156,1.0,0.2768702239870249,0.8571428571428571,1.0,0.7183331498240301,low
cold,B000JKEB38,11198,1,1,1,1,50,77,10,15,25,3,0.9108910891089109,0.0891089108910891,1.0,0.25265407544151985,0.7142857142857143,1.0,0.6812860692616748,low
cold,B000KIRSAW,11199,1,1,1,1,24,410,3,62,65,4,0.9757412398921833,0.02425876010781671,1.0,0.5570579228464135,0.8571428571428571,1.0,0.8163988444248161,mid
cold,B000KWDFHI,11200,1,1,1,1,60,74,11,12,23,4,0.9272727272727272,0.07272727272727272,1.0,0.22649864246075851,0.8571428571428571,1.0,0.7007030962898368,low
cold,B000LJ39TY,11201,1,1,1,1,74,207,12,34,46,4,0.8760330578512396,0.12396694214876033,1.0,0.44611769464658035,0.8571428571428571,1.0,0.7775697645548746,mid
cold,B000LJCNFA,11202,1,1,1,1,39,880,7,154,161,5,0.9670619235836627,0.03293807641633729,1.0,0.8504769218328938,1.0,1.0,0.9476669226415128,high
cold,B000MANVP4,11203,1,1,1,1,58,386,7,51,58,5,0.961139896373057,0.038860103626943004,1.0,0.520421525075606,1.0,1.0,0.832147533776462,mid
cold,B000MQUKPC,11204,1,1,1,1,41,474,8,70,78,4,0.9636363636363636,0.03636363636363636,1.0,0.6158086421463105,0.8571428571428571,1.0,0.8369615961797802,mid
cold,B000NUTUMQ,11205,1,1,1,1,46,229,8,40,48,5,0.9780701754385965,0.021929824561403508,1.0,0.4597350178170837,1.0,1.0,0.8109072562359793,mid
cold,B000NUW8V6,11206,1,1,1,1,64,70,12,13,25,5,0.9363636363636364,0.06363636363636363,1.0,0.25265407544151985,1.0,1.0,0.738428926404532,low
cold,B000OLFXKW,11207,1,1,1,1,84,122,13,19,32,3,0.96045197740113,0.03954802259887006,1.0,0.3305592803856552,0.7142857142857143,1.0,0.7085528909921222,low
cold,B000P22TW0,11208,1,1,1,1,52,212,11,36,47,4,0.9315068493150684,0.0684931506849315,1.0,0.45299728492151686,0.8571428571428571,1.0,0.7799776211511024,mid
cold,B000PUGDYM,11209,1,1,1,1,42,1473,8,241,249,4,0.9604743083003953,0.039525691699604744,1.0,0.9922501869251389,0.8571428571428571,1.0,0.9687161368523699,high
cold,B000Q80ZTC,11210,1,1,1,1,27,250,6,38,44,4,0.961864406779661,0.038135593220338986,1.0,0.43190813122651656,0.8571428571428571,1.0,0.7725964173578522,mid
cold,B000QGKQXO,11211,1,1,1,1,23,929,3,150,153,4,0.9775561097256857,0.022443890274314215,1.0,0.8339281468334387,0.8571428571428571,1.0,0.9133034228202749,high
cold,B000QT9OP2,11212,1,1,1,1,50,606,7,95,102,4,0.9710669077757685,0.028933092224231464,1.0,0.7024941525340771,0.8571428571428571,1.0,0.8673015248154984,high
cold,B000QUOD8Y,11213,1,1,1,1,39,887,8,151,159,4,0.9583875162548765,0.04161248374512354,1.0,0.8464176340012073,0.8571428571428571,1.0,0.9176747433289939,high
cold,B000R830IE,11214,1,1,1,1,63,520,10,77,87,4,0.9458917835671342,0.05410821643286573,1.0,0.6510633530033799,0.8571428571428571,1.0,0.8493007449797544,high
cold,B000TUFLIC,11215,1,1,1,1,36,83,6,13,19,4,0.9803921568627451,0.0196078431372549,1.0,0.1669217066189319,0.8571428571428571,1.0,0.6798511687451975,low
cold,B000V1ZGR0,11216,1,1,1,1,30,418,5,74,79,4,0.9571045576407506,0.04289544235924933,1.0,0.6199189915404488,0.8571428571428571,1.0,0.8384002184677285,mid
cold,B000VV0JNQ,11217,1,1,1,1,90,378,13,55,68,4,0.9045226130653267,0.09547738693467336,1.0,0.5715833572125297,0.8571428571428571,1.0,0.8214827464529567,mid
cold,B000XE906S,11218,1,1,1,1,75,483,13,71,84,4,0.9006342494714588,0.09936575052854123,1.0,0.6397292063494117,0.8571428571428571,1.0,0.8453337936508655,high
cold,B000YOFQII,11219,1,1,1,1,50,269,7,41,48,3,0.9706959706959707,0.029304029304029304,1.0,0.4597350178170837,0.7142857142857143,1.0,0.7537643990931222,low
cold,B0012M8CD2,11220,1,1,1,1,37,183,7,31,38,4,0.9619565217391305,0.03804347826086957,1.0,0.3851472877453121,0.8571428571428571,1.0,0.7562301221394306,mid
cold,B0013M50DG,11221,1,1,1,1,75,175,14,25,39,5,0.9523809523809523,0.047619047619047616,1.0,0.3934203490796904,1.0,1.0,0.7876971221778916,mid
cold,B00142DXXE,11222,1,0,1,1,44,0,9,0,9,5,0.8888888888888888,0.1111111111111111,0.75,0.0,1.0,1.0,0.5625,low
cold,B0014JO2K0,11223,1,1,1,1,98,91,19,18,37,5,0.9935064935064936,0.006493506493506494,1.0,0.37665931784136814,1.0,1.0,0.7818307612444788,mid
cold,B0014TDE5E,11224,1,1,1,1,41,1862,8,293,301,4,0.9668127739511584,0.03318722604884158,1.0,1.0,0.8571428571428571,1.0,0.9714285714285714,high
cold,B0014ZR30K,11225,1,1,1,1,58,278,8,43,51,4,0.9615384615384616,0.038461538461538464,1.0,0.47915271790227837,0.8571428571428571,1.0,0.7891320226943689,mid
cold,B00150DC04,11226,1,1,1,1,51,286,8,46,54,4,0.9479166666666666,0.052083333333333336,1.0,0.49748098700458726,0.8571428571428571,1.0,0.7955469168801769,mid
cold,B00161DDJM,11227,1,1,1,1,67,557,9,88,97,4,0.9716446124763705,0.02835538752362949,1.0,0.6862336602778424,0.8571428571428571,1.0,0.8616103525258162,high
cold,B00166633A,11228,1,1,1,1,30,286,4,46,50,5,0.9626865671641791,0.03731343283582089,1.0,0.47280749973047964,1.0,1.0,0.8154826249056678,mid
cold,B0016BFOVM,11229,1,1,1,1,43,314,6,46,52,3,0.9635761589403974,0.03642384105960265,1.0,0.4853770673957075,0.7142857142857143,1.0,0.7627391164456405,mid
cold,B0017JOEVY,11230,1,1,1,1,34,611,4,97,101,4,0.9871794871794872,0.01282051282051282,1.0,0.699306142191238,0.8571428571428571,1.0,0.8661857211955047,high
cold,B0018C0HJI,11231,1,1,1,1,25,161,5,24,29,4,0.9433962264150944,0.05660377358490566,1.0,0.2994149189227243,0.8571428571428571,1.0,0.7262237930515248,low
cold,B0018QQ9PK,11232,1,1,1,1,86,1959,14,314,328,4,0.9660023446658851,0.03399765533411489,1.0,1.0,0.8571428571428571,1.0,0.9714285714285714,high
cold,B001ANOOOE,11233,1,1,1,1,70,306,14,44,58,5,0.8854489164086687,0.11455108359133127,1.0,0.520421525075606,1.0,1.0,0.832147533776462,mid
cold,B001AUYS3O,11234,1,1,1,1,69,11,9,2,11,4,0.9142857142857143,0.08571428571428572,1.0,0.0,0.8571428571428571,1.0,0.6214285714285713,low
cold,B001B1QMKO,11235,1,1,1,1,61,272,9,44,53,4,0.9328621908127208,0.06713780918727916,1.0,0.49148506706834316,0.8571428571428571,1.0,0.7934483449024915,mid
cold,B001BDVPOA,11236,1,1,1,1,70,221,11,37,48,3,0.9471544715447154,0.052845528455284556,1.0,0.4597350178170837,0.7142857142857143,1.0,0.7537643990931222,low
cold,B001BOFIRO,11237,1,0,1,1,57,0,9,0,9,4,0.8,0.2,0.75,0.0,0.8571428571428571,1.0,0.5339285714285714,low
cold,B001CL9XHW,11238,1,1,1,1,35,1048,5,146,151,4,0.9701173959445037,0.029882604055496264,1.0,0.8296566027628851,0.8571428571428571,1.0,0.9118083823955813,high
cold,B001CSNXLC,11239,1,1,1,1,60,804,10,148,158,4,0.9603960396039604,0.039603960396039604,1.0,0.8443689221602583,0.8571428571428571,1.0,0.9169576941846619,high
cold,B001DNG6XS,11240,1,1,1,1,18,196,3,35,38,4,0.9719101123595506,0.028089887640449437,1.0,0.3851472877453121,0.8571428571428571,1.0,0.7562301221394306,mid
cold,B001DO59FI,11241,1,1,1,1,59,59,9,9,18,4,0.9607843137254902,0.0392156862745098,1.0,0.15016067538060965,0.8571428571428571,1.0,0.6739848078117848,low
cold,B001ET78CE,11242,1,1,1,1,100,501,19,90,109,4,0.9218436873747495,0.0781563126252505,1.0,0.7239796294653458,0.8571428571428571,1.0,0.8748214417414425,high
cold,B001FBCLS2,11243,1,1,1,1,36,273,6,45,51,4,0.9576923076923077,0.04230769230769231,1.0,0.47915271790227837,0.8571428571428571,1.0,0.7891320226943689,mid
cold,B001FWXISS,11244,1,1,1,1,78,682,15,115,130,4,0.9069767441860465,0.09302325581395349,1.0,0.7810716220144378,0.8571428571428571,1.0,0.8948036391336246,high
cold,B001G0UC1A,11245,1,1,1,1,35,511,5,73,78,3,0.8778947368421053,0.12210526315789473,1.0,0.6158086421463105,0.7142857142857143,1.0,0.8083901676083516,mid
cold,B001G773BU,11246,1,1,1,1,52,712,9,126,135,4,0.9411764705882353,0.058823529411764705,1.0,0.7933115723482044,0.8571428571428571,1.0,0.899087621750443,high
cold,B001GIOV1Y,11247,1,1,1,1,76,461,15,86,101,4,0.8923766816143498,0.10762331838565023,1.0,0.699306142191238,0.8571428571428571,1.0,0.8661857211955047,high
cold,B001GN1VSK,11248,1,1,1,1,37,303,7,52,59,3,0.9788732394366197,0.02112676056338028,1.0,0.5259135613834827,0.7142857142857143,1.0,0.7769268893413618,mid
cold,B001KYODH6,11249,1,1,1,1,30,1630,5,261,266,4,0.9577060931899641,0.04229390681003584,1.0,1.0,0.8571428571428571,1.0,0.9714285714285714,high
cold,B001KYQ374,11250,1,1,1,1,52,122,11,15,26,4,0.9266666666666666,0.07333333333333333,1.0,0.26498642460758465,0.8571428571428571,1.0,0.7141738200412261,low
cold,B001KYU89S,11251,1,1,1,1,83,174,12,22,34,4,0.9380530973451328,0.061946902654867256,1.0,0.3497865004489907,0.8571428571428571,1.0,0.7438538465857182,low
cold,B001KYVVOO,11252,1,1,1,1,49,123,11,21,32,4,0.9230769230769231,0.07692307692307693,1.0,0.3305592803856552,0.8571428571428571,1.0,0.7371243195635507,low
cold,B001M5GMUE,11253,1,1,1,1,67,346,11,53,64,3,0.9460227272727273,0.05397727272727273,1.0,0.5520689943642441,0.7142857142857143,1.0,0.7860812908846283,mid
cold,B001MHNQYW,11254,1,1,1,1,45,445,9,78,87,4,0.9384236453201971,0.06157635467980296,1.0,0.6510633530033799,0.8571428571428571,1.0,0.8493007449797544,high
cold,B001NJ6JIY,11255,1,0,1,1,53,0,10,0,10,3,0.9333333333333333,0.06666666666666667,0.75,0.0,0.7142857142857143,1.0,0.5053571428571428,low
cold,B001P3074A,11256,1,1,1,1,32,254,5,47,52,4,0.9369747899159664,0.06302521008403361,1.0,0.4853770673957075,0.8571428571428571,1.0,0.7913105450170691,mid
cold,B001QX7QIY,11257,1,1,1,1,73,496,12,89,101,5,0.9575371549893843,0.04246284501061571,1.0,0.699306142191238,1.0,1.0,0.8947571497669332,high
cold,B001T8OF44,11258,1,1,1,1,58,171,9,26,35,4,0.9438775510204082,0.05612244897959184,1.0,0.35899185476455076,0.8571428571428571,1.0,0.7470757205961641,low
cold,B001TH1480,11259,1,1,1,1,32,640,5,100,105,4,0.9738675958188153,0.02613240418118467,1.0,0.7118757098564659,0.8571428571428571,1.0,0.8705850698783345,high
cold,B001TKTXYE,11260,1,1,1,1,74,304,12,42,54,5,0.92,0.08,1.0,0.49748098700458726,1.0,1.0,0.8241183454516056,mid
cold,B001UN70Y0,11261,1,1,1,1,49,347,7,60,67,4,0.9607250755287009,0.03927492447129909,1.0,0.5668129298874459,0.8571428571428571,1.0,0.8198130968891774,mid
cold,B001UO9BGE,11262,1,1,1,1,54,134,8,21,29,5,0.9751552795031055,0.024844720496894408,1.0,0.2994149189227243,1.0,1.0,0.7547952216229535,low
cold,B001UTI7ZK,11263,1,1,1,1,65,158,11,23,34,5,0.9528795811518325,0.04712041884816754,1.0,0.3497865004489907,1.0,1.0,0.7724252751571467,mid
cold,B001V9LUYO,11264,1,1,1,1,45,412,7,64,71,5,0.9588688946015425,0.04113110539845758,1.0,0.5854904972253093,1.0,1.0,0.8549216740288582,high
cold,B002769UU6,11265,1,0,1,1,40,0,6,0,6,4,0.9428571428571428,0.05714285714285714,0.75,0.0,0.8571428571428571,1.0,0.5339285714285714,low
cold,B00284W03Q,11266,1,1,1,1,45,485,7,82,89,5,0.9616252821670429,0.03837471783295711,1.0,0.6584067736872751,1.0,1.0,0.8804423707905461,high
cold,B002CL2G0C,11267,1,1,1,1,31,178,6,30,36,4,0.9661016949152542,0.03389830508474576,1.0,0.3679449755915186,0.8571428571428571,1.0,0.7502093128856029,low
cold,B002CVTY0C,11268,1,1,1,1,32,891,5,162,167,5,0.9696569920844327,0.030343007915567283,1.0,0.8623607212123342,1.0,1.0,0.951826252424317,high
cold,B002DHNAM8,11269,1,1,1,1,63,252,11,36,47,4,0.974169741697417,0.025830258302583026,1.0,0.45299728492151686,0.8571428571428571,1.0,0.7799776211511024,mid
cold,B002GJRT6G,11270,1,1,1,1,45,1414,7,211,218,6,0.9415532425940752,0.05844675740592474,1.0,0.9489895747350702,1.0,1.0,0.9821463511572744,high
cold,B002HHNRF4,11271,1,1,1,1,57,66,9,12,21,4,0.8653846153846154,0.1346153846153846,1.0,0.19806606808186294,0.8571428571428571,1.0,0.6907516952572234,low
cold,B002IRIGZO,11272,1,1,1,1,38,60,4,11,15,4,0.9764705882352941,0.023529411764705882,1.0,0.09400543015696611,0.8571428571428571,1.0,0.6543304719835096,low
cold,B002LAS26Q,11273,1,1,1,1,37,304,5,42,47,6,0.9695945945945946,0.030405405405405407,1.0,0.45299728492151686,1.0,1.0,0.8085490497225308,mid
cold,B002OSEMYG,11274,1,1,1,1,443,1702,74,272,346,4,0.9375690607734807,0.062430939226519336,1.0,1.0,0.8571428571428571,1.0,0.9714285714285714,high
cold,B002QGDBIO,11275,1,1,1,1,70,296,11,49,60,4,0.9583333333333334,0.041666666666666664,1.0,0.5313148160632591,0.8571428571428571,1.0,0.807388757050712,mid
cold,B002R10JCE,11276,1,1,1,1,85,627,13,104,117,4,0.9644670050761421,0.03553299492385787,1.0,0.7469201675363645,0.8571428571428571,1.0,0.8828506300662989,high
cold,B002R277E6,11277,1,1,1,1,36,444,7,72,79,4,0.9653465346534653,0.034653465346534656,1.0,0.6199189915404488,0.8571428571428571,1.0,0.8384002184677285,mid
cold,B002RT712W,11278,1,1,1,1,42,236,6,38,44,4,0.957983193277311,0.04201680672268908,1.0,0.43190813122651656,0.8571428571428571,1.0,0.7725964173578522,mid
cold,B002S42568,11279,1,1,1,1,56,154,9,22,31,4,0.9392265193370166,0.06077348066298342,1.0,0.3205040726177246,0.8571428571428571,1.0,0.733604996844775,low
cold,B002UBOFFI,11280,1,1,1,1,37,284,6,37,43,3,0.975,0.025,1.0,0.4245647105426213,0.7142857142857143,1.0,0.7414547915470603,low
cold,B002UFJ66M,11281,1,1,1,1,44,44,8,8,16,4,0.9054054054054054,0.0945945945945946,1.0,0.11381564496592887,0.8571428571428571,1.0,0.6612640471666466,low
cold,B002UJJ6MC,11282,1,1,1,1,32,363,6,62,68,4,0.9573170731707317,0.042682926829268296,1.0,0.5715833572125297,0.8571428571428571,1.0,0.8214827464529567,mid
cold,B002ULATWQ,11283,1,1,1,1,84,569,11,94,105,4,0.9744990892531876,0.025500910746812388,1.0,0.7118757098564659,0.8571428571428571,1.0,0.8705850698783345,high
cold,B002VECJ3Y,11284,1,0,1,1,79,0,13,0,13,4,0.7971014492753623,0.2028985507246377,0.75,0.050371581526266536,0.8571428571428571,1.0,0.5515586249627646,low
cold,B002VTIV0E,11285,1,1,1,1,65,785,11,116,127,5,0.9275956284153005,0.07240437158469945,1.0,0.7735013575392415,1.0,1.0,0.9207254751387345,high
cold,B0030GMBNK,11286,1,1,1,1,79,274,17,42,59,4,0.9393939393939394,0.06060606060606061,1.0,0.5259135613834827,0.8571428571428571,1.0,0.8054983179127903,mid
cold,B0030ZRS7U,11287,1,1,1,1,33,73,7,11,18,4,0.9555555555555556,0.044444444444444446,1.0,0.15016067538060965,0.8571428571428571,1.0,0.6739848078117848,low
cold,B0031SQ5WK,11288,1,1,1,1,37,37,7,7,14,4,0.967741935483871,0.03225806451612903,1.0,0.0729162764619658,0.8571428571428571,1.0,0.6469492681902594,low
cold,B0034JLST6,11289,1,1,1,1,59,327,12,54,66,4,0.946875,0.053125,1.0,0.561971826998499,0.8571428571428571,1.0,0.818118710878046,mid
cold,B0034ZHMRW,11290,1,1,1,1,45,111,9,17,26,4,0.9323308270676691,0.06766917293233082,1.0,0.26498642460758465,0.8571428571428571,1.0,0.7141738200412261,low
cold,B003654SVS,11291,1,1,1,1,60,894,11,149,160,4,0.9188191881918819,0.08118081180811808,1.0,0.8484535811995546,0.8571428571428571,1.0,0.9183873248484155,high
cold,B0036BJLJ6,11292,1,1,1,1,69,541,12,88,100,5,0.9354207436399217,0.06457925636007827,1.0,0.6960867223738476,1.0,1.0,0.8936303528308466,high
cold,B00385WMH8,11293,1,1,1,1,100,280,15,45,60,4,0.9629629629629629,0.037037037037037035,1.0,0.5313148160632591,0.8571428571428571,1.0,0.807388757050712,mid
cold,B0038T227O,11294,1,1,1,1,47,544,8,81,89,5,0.9702970297029703,0.0297029702970297,1.0,0.6584067736872751,1.0,1.0,0.8804423707905461,high
cold,B003ADP9NW,11295,1,1,1,1,34,111,5,16,21,4,0.936,0.064,1.0,0.19806606808186294,0.8571428571428571,1.0,0.6907516952572234,low
cold,B003AT2ZCY,11296,1,1,1,1,25,282,5,45,50,4,0.9384615384615385,0.06153846153846154,1.0,0.47280749973047964,0.8571428571428571,1.0,0.7869111963342393,mid
cold,B003AXEGWW,11297,1,1,1,1,60,60,10,9,19,3,0.970873786407767,0.02912621359223301,1.0,0.1669217066189319,0.7142857142857143,1.0,0.651279740173769,low
cold,B003C18FEC,11298,1,0,1,1,70,0,11,0,11,5,0.9666666666666667,0.03333333333333333,0.75,0.0,1.0,1.0,0.5625,low
cold,B003CFB8OM,11299,1,1,1,1,89,887,15,151,166,5,0.9568965517241379,0.04310344827586207,1.0,0.8604098588909803,1.0,1.0,0.9511434506118431,high
cold,B003FBK9YS,11300,1,1,1,1,108,109,16,18,34,4,0.9621621621621622,0.03783783783783784,1.0,0.3497865004489907,0.8571428571428571,1.0,0.7438538465857182,low
cold,B003H146PY,11301,1,1,1,1,99,1731,14,264,278,4,0.9731113956466069,0.026888604353393086,1.0,1.0,0.8571428571428571,1.0,0.9714285714285714,high
cold,B003JN690U,11302,1,1,1,1,47,76,7,11,18,5,0.9339622641509434,0.0660377358490566,1.0,0.15016067538060965,1.0,1.0,0.7025562363832133,low
cold,B003MBTBHM,11303,1,1,1,1,101,1148,18,184,202,4,0.9428026692087702,0.057197330791229746,1.0,0.9241990395620676,0.8571428571428571,1.0,0.9448982352752952,high
cold,B003NMQUF6,11304,1,1,1,1,66,332,9,44,53,3,0.9540229885057471,0.04597701149425287,1.0,0.49148506706834316,0.7142857142857143,1.0,0.7648769163310629,mid
cold,B003NMVN9E,11305,1,1,1,1,58,245,9,34,43,3,0.9732824427480916,0.026717557251908396,1.0,0.4245647105426213,0.7142857142857143,1.0,0.7414547915470603,low
cold,B003NSPOF2,11306,1,1,1,1,76,493,15,80,95,6,0.9560669456066946,0.043933054393305436,1.0,0.6794959273822754,1.0,1.0,0.8878235745837962,high
cold,B003NU7I6S,11307,1,1,1,1,44,232,7,37,44,6,0.9786324786324786,0.021367521367521368,1.0,0.43190813122651656,1.0,1.0,0.8011678459292807,mid
cold,B003Q42C6M,11308,1,1,1,1,43,489,7,71,78,5,0.9736263736263736,0.026373626373626374,1.0,0.6158086421463105,1.0,1.0,0.8655330247512086,high
cold,B003RVV82S,11309,1,1,1,1,23,71,3,10,13,4,0.9634146341463414,0.036585365853658534,1.0,0.050371581526266536,0.8571428571428571,1.0,0.6390586249627647,low
cold,B003VKRO6E,11310,1,1,1,1,102,390,16,61,77,4,0.9521531100478469,0.04784688995215311,1.0,0.6116459302060706,0.8571428571428571,1.0,0.835504647000696,mid
cold,B003VMEUJ6,11311,1,1,1,1,49,430,9,76,85,4,0.9696969696969697,0.030303030303030304,1.0,0.6435511033473764,0.8571428571428571,1.0,0.8466714576001532,high
cold,B003WLZXSS,11312,1,1,1,1,59,1612,11,268,279,6,0.9705882352941176,0.029411764705882353,1.0,1.0,1.0,1.0,0.9999999999999999,high
cold,B003WYKQQO,11313,1,1,1,1,55,135,10,21,31,4,0.9627329192546584,0.037267080745341616,1.0,0.3205040726177246,0.8571428571428571,1.0,0.733604996844775,low
cold,B003Y5XIT8,11314,1,1,1,1,43,110,8,21,29,4,0.9920634920634921,0.007936507936507936,1.0,0.2994149189227243,0.8571428571428571,1.0,0.7262237930515248,low
cold,B003YD9HWM,11315,1,1,1,1,83,1287,13,207,220,4,0.9616390584132519,0.03836094158674804,1.0,0.9519602176327578,0.8571428571428571,1.0,0.9546146476000367,high
cold,B003Z922MC,11316,1,1,1,1,51,162,9,24,33,3,0.9395604395604396,0.06043956043956044,1.0,0.3403142874266874,0.7142857142857143,1.0,0.7119671434564834,low
cold,B003ZG0J5W,11317,1,1,1,1,32,203,7,37,44,4,0.898989898989899,0.10101010101010101,1.0,0.43190813122651656,0.8571428571428571,1.0,0.7725964173578522,mid
cold,B0043KX2AS,11318,1,1,1,1,53,354,10,50,60,4,0.9628571428571429,0.037142857142857144,1.0,0.5313148160632591,0.8571428571428571,1.0,0.807388757050712,mid
cold,B00456RP12,11319,1,1,1,1,50,78,7,11,18,4,0.9553571428571429,0.044642857142857144,1.0,0.15016067538060965,0.8571428571428571,1.0,0.6739848078117848,low
cold,B0045V0JMO,11320,1,1,1,1,92,97,14,14,28,3,0.9573170731707317,0.042682926829268296,1.0,0.28833696081049187,0.7142857142857143,1.0,0.693775079140815,low
cold,B004679GB2,11321,1,1,1,1,71,293,10,46,56,4,0.9096774193548387,0.09032258064516129,1.0,0.5091525301451606,0.8571428571428571,1.0,0.7996319569793776,mid
